"code";"deb_sem";"sites";"perc_rank"
"2014_06";"2014-02-03";"bhk";19
"2014_05";"2014-01-27";"bhk";6
"2014_04";"2014-01-20";"bhk";12
"2014_03";"2014-01-13";"bhk";4
"2014_02";"2014-01-06";"bhk";6
"2014_01";"2013-12-30";"bhk";6
"2013_52";"2013-12-23";"bhk";32
"2013_51";"2013-12-16";"bhk";8
"2013_50";"2013-12-09";"bhk";6
"2013_49";"2013-12-02";"bhk";28
"2013_48";"2013-11-25";"bhk";51
"2013_47";"2013-11-18";"bhk";93
"2013_46";"2013-11-11";"bhk";0
"2013_45";"2013-11-04";"bhk";90
"2013_44";"2013-10-28";"bhk";19
"2013_43";"2013-10-21";"bhk";51
"2013_42";"2013-10-14";"bhk";71
"2013_41";"2013-10-07";"bhk";51
"2013_40";"2013-09-30";"bhk";32
"2013_39";"2013-09-23";"bhk";12
"2013_38";"2013-09-16";"bhk";22
"2013_37";"2013-09-09";"bhk";46
"2013_36";"2013-09-02";"bhk";57
"2013_35";"2013-08-26";"bhk";22
"2013_34";"2013-08-19";"bhk";6
"2013_33";"2013-08-12";"bhk";19
"2013_32";"2013-08-05";"bhk";22
"2013_31";"2013-07-29";"bhk";8
"2013_30";"2013-07-22";"bhk";51
"2013_29";"2013-07-15";"bhk";57
"2013_28";"2013-07-08";"bhk";51
"2013_27";"2013-07-01";"bhk";40
"2013_26";"2013-06-24";"bhk";46
"2013_25";"2013-06-17";"bhk";74
"2013_24";"2013-06-10";"bhk";46
"2013_23";"2013-06-03";"bhk";12
"2013_22";"2013-05-27";"bhk";32
"2013_21";"2013-05-20";"bhk";46
"2013_20";"2013-05-13";"bhk";57
"2013_19";"2013-05-06";"bhk";57
"2013_18";"2013-04-29";"bhk";59
"2013_17";"2013-04-22";"bhk";78
"2013_16";"2013-04-15";"bhk";40
"2013_15";"2013-04-08";"bhk";81
"2013_14";"2013-04-01";"bhk";62
"2013_13";"2013-03-25";"bhk";19
"2013_12";"2013-03-18";"bhk";4
"2013_11";"2013-03-11";"bhk";15
"2013_10";"2013-03-04";"bhk";51
"2013_09";"2013-02-25";"bhk";54
"2013_08";"2013-02-18";"bhk";71
"2013_07";"2013-02-11";"bhk";46
"2013_06";"2013-02-04";"bhk";71
"2013_05";"2013-01-28";"bhk";28
"2013_04";"2013-01-21";"bhk";57
"2013_03";"2013-01-14";"bhk";40
"2013_02";"2013-01-07";"bhk";78
"2013_01";"2012-12-31";"bhk";40
"2012_52";"2012-12-24";"bhk";62
"2012_51";"2012-12-17";"bhk";62
"2012_50";"2012-12-10";"bhk";46
"2012_49";"2012-12-03";"bhk";54
"2012_48";"2012-11-26";"bhk";62
"2012_47";"2012-11-19";"bhk";51
"2012_46";"2012-11-12";"bhk";0
"2012_45";"2012-11-05";"bhk";0
"2012_44";"2012-10-29";"bhk";32
"2012_43";"2012-10-22";"bhk";12
"2012_42";"2012-10-15";"bhk";28
"2012_41";"2012-10-08";"bhk";0
"2012_40";"2012-10-01";"bhk";74
"2012_39";"2012-09-24";"bhk";75
"2012_38";"2012-09-17";"bhk";51
"2012_37";"2012-09-10";"bhk";15
"2012_36";"2012-09-03";"bhk";40
"2012_35";"2012-08-27";"bhk";32
"2012_34";"2012-08-20";"bhk";4
"2012_33";"2012-08-13";"bhk";19
"2012_32";"2012-08-06";"bhk";15
"2012_31";"2012-07-30";"bhk";71
"2012_30";"2012-07-23";"bhk";40
"2012_29";"2012-07-16";"bhk";22
"2012_28";"2012-07-09";"bhk";8
"2012_27";"2012-07-02";"bhk";35
"2012_26";"2012-06-25";"bhk";67
"2012_25";"2012-06-18";"bhk";28
"2012_24";"2012-06-11";"bhk";40
"2012_23";"2012-06-04";"bhk";67
"2012_22";"2012-05-28";"bhk";2
"2012_21";"2012-05-21";"bhk";35
"2012_20";"2012-05-14";"bhk";59
"2012_19";"2012-05-07";"bhk";40
"2012_18";"2012-04-30";"bhk";28
"2012_17";"2012-04-23";"bhk";40
"2012_16";"2012-04-16";"bhk";46
"2012_15";"2012-04-09";"bhk";51
"2012_14";"2012-04-02";"bhk";54
"2012_13";"2012-03-26";"bhk";28
"2012_12";"2012-03-19";"bhk";46
"2012_11";"2012-03-12";"bhk";74
"2012_10";"2012-03-05";"bhk";86
"2012_09";"2012-02-27";"bhk";54
"2012_08";"2012-02-20";"bhk";2
"2012_07";"2012-02-13";"bhk";0
"2012_06";"2012-02-06";"bhk";12
"2012_05";"2012-01-30";"bhk";74
"2012_04";"2012-01-23";"bhk";62
"2012_03";"2012-01-16";"bhk";88
"2012_02";"2012-01-09";"bhk";81
"2012_01";"2012-01-02";"bhk";46
"2016_29";"2016-07-18";"boe";55
"2016_28";"2016-07-11";"boe";74
"2016_27";"2016-07-04";"boe";48
"2016_26";"2016-06-27";"boe";58
"2016_25";"2016-06-20";"boe";17
"2016_24";"2016-06-13";"boe";23
"2016_23";"2016-06-06";"boe";48
"2016_22";"2016-05-30";"boe";51
"2016_21";"2016-05-23";"boe";23
"2016_20";"2016-05-16";"boe";23
"2016_19";"2016-05-09";"boe";35
"2016_18";"2016-05-02";"boe";68
"2016_17";"2016-04-25";"boe";39
"2016_16";"2016-04-18";"boe";8
"2016_15";"2016-04-11";"boe";35
"2016_14";"2016-04-04";"boe";63
"2016_13";"2016-03-28";"boe";8
"2016_12";"2016-03-21";"boe";14
"2016_11";"2016-03-14";"boe";31
"2016_10";"2016-03-07";"boe";39
"2016_09";"2016-02-29";"boe";5
"2016_08";"2016-02-22";"boe";23
"2016_07";"2016-02-15";"boe";14
"2016_06";"2016-02-08";"boe";5
"2016_05";"2016-02-01";"boe";31
"2016_04";"2016-01-25";"boe";44
"2016_03";"2016-01-18";"boe";77
"2016_02";"2016-01-11";"boe";31
"2016_01";"2016-01-04";"boe";68
"2015_53";"2015-12-28";"boe";17
"2015_52";"2015-12-21";"boe";23
"2015_51";"2015-12-14";"boe";48
"2015_50";"2015-12-07";"boe";60
"2015_49";"2015-11-30";"boe";48
"2015_48";"2015-11-23";"boe";31
"2015_47";"2015-11-16";"boe";72
"2015_46";"2015-11-09";"boe";90
"2015_45";"2015-11-02";"boe";58
"2015_44";"2015-10-26";"boe";68
"2015_43";"2015-10-19";"boe";77
"2015_42";"2015-10-12";"boe";77
"2015_41";"2015-10-05";"boe";82
"2015_40";"2015-09-28";"boe";93
"2015_39";"2015-09-21";"boe";99
"2015_38";"2015-09-14";"boe";60
"2015_37";"2015-09-07";"boe";92
"2015_36";"2015-08-31";"boe";99
"2015_35";"2015-08-24";"boe";100
"2015_34";"2015-08-17";"boe";96
"2015_33";"2015-08-10";"boe";82
"2015_32";"2015-08-03";"boe";98
"2015_31";"2015-07-27";"boe";82
"2015_30";"2015-07-20";"boe";95
"2015_29";"2015-07-13";"boe";58
"2015_28";"2015-07-06";"boe";68
"2015_27";"2015-06-29";"boe";63
"2015_26";"2015-06-22";"boe";23
"2015_25";"2015-06-15";"boe";31
"2015_24";"2015-06-08";"boe";44
"2015_23";"2015-06-01";"boe";68
"2015_22";"2015-05-25";"boe";68
"2015_21";"2015-05-18";"boe";86
"2015_20";"2015-05-11";"boe";87
"2015_19";"2015-05-04";"boe";86
"2015_18";"2015-04-27";"boe";63
"2015_17";"2015-04-20";"boe";63
"2015_16";"2015-04-13";"boe";51
"2015_15";"2015-04-06";"boe";17
"2015_14";"2015-03-30";"boe";5
"2015_13";"2015-03-23";"boe";31
"2015_12";"2015-03-16";"boe";17
"2015_11";"2015-03-09";"boe";35
"2015_10";"2015-03-02";"boe";14
"2015_09";"2015-02-23";"boe";35
"2015_08";"2015-02-16";"boe";51
"2015_07";"2015-02-09";"boe";60
"2015_06";"2015-02-02";"boe";63
"2015_05";"2015-01-26";"boe";91
"2015_04";"2015-01-19";"boe";96
"2015_03";"2015-01-12";"boe";99
"2015_02";"2015-01-05";"boe";98
"2015_01";"2014-12-29";"boe";48
"2014_52";"2014-12-22";"boe";68
"2014_51";"2014-12-15";"boe";68
"2014_50";"2014-12-08";"boe";87
"2014_49";"2014-12-01";"boe";84
"2014_48";"2014-11-24";"boe";93
"2014_47";"2014-11-17";"boe";84
"2014_46";"2014-11-10";"boe";92
"2014_45";"2014-11-03";"boe";100
"2014_44";"2014-10-27";"boe";79
"2014_43";"2014-10-20";"boe";86
"2014_42";"2014-10-13";"boe";44
"2014_41";"2014-10-06";"boe";94
"2014_40";"2014-09-29";"boe";86
"2014_39";"2014-09-22";"boe";79
"2014_38";"2014-09-15";"boe";99
"2014_37";"2014-09-08";"boe";88
"2014_36";"2014-09-01";"boe";55
"2014_35";"2014-08-25";"boe";63
"2014_34";"2014-08-18";"boe";70
"2014_33";"2014-08-11";"boe";84
"2014_32";"2014-08-04";"boe";90
"2014_31";"2014-07-28";"boe";77
"2014_30";"2014-07-21";"boe";58
"2014_29";"2014-07-14";"boe";39
"2014_28";"2014-07-07";"boe";58
"2014_27";"2014-06-30";"boe";90
"2014_26";"2014-06-23";"boe";35
"2014_25";"2014-06-16";"boe";58
"2014_24";"2014-06-09";"boe";77
"2014_23";"2014-06-02";"boe";39
"2014_22";"2014-05-26";"boe";14
"2014_21";"2014-05-19";"boe";82
"2014_20";"2014-05-12";"boe";88
"2014_19";"2014-05-05";"boe";60
"2014_18";"2014-04-28";"boe";35
"2014_17";"2014-04-21";"boe";31
"2014_16";"2014-04-14";"boe";72
"2014_15";"2014-04-07";"boe";55
"2014_14";"2014-03-31";"boe";31
"2014_13";"2014-03-24";"boe";10
"2014_12";"2014-03-17";"boe";44
"2014_11";"2014-03-10";"boe";10
"2014_10";"2014-03-03";"boe";8
"2014_09";"2014-02-24";"boe";39
"2014_08";"2014-02-17";"boe";51
"2014_07";"2014-02-10";"boe";39
"2014_06";"2014-02-03";"boe";48
"2014_05";"2014-01-27";"boe";79
"2014_04";"2014-01-20";"boe";39
"2014_03";"2014-01-13";"boe";63
"2014_02";"2014-01-06";"boe";70
"2014_01";"2013-12-30";"boe";77
"2013_52";"2013-12-23";"boe";74
"2013_51";"2013-12-16";"boe";44
"2013_50";"2013-12-09";"boe";8
"2013_49";"2013-12-02";"boe";68
"2013_48";"2013-11-25";"boe";88
"2013_47";"2013-11-18";"boe";44
"2013_46";"2013-11-11";"boe";51
"2013_45";"2013-11-04";"boe";63
"2013_44";"2013-10-28";"boe";58
"2013_43";"2013-10-21";"boe";91
"2013_42";"2013-10-14";"boe";77
"2013_41";"2013-10-07";"boe";70
"2013_40";"2013-09-30";"boe";91
"2013_39";"2013-09-23";"boe";74
"2013_38";"2013-09-16";"boe";8
"2013_37";"2013-09-09";"boe";0
"2013_36";"2013-09-02";"boe";95
"2013_35";"2013-08-26";"boe";82
"2013_34";"2013-08-19";"boe";82
"2013_33";"2013-08-12";"boe";74
"2013_32";"2013-08-05";"boe";92
"2013_31";"2013-07-29";"boe";93
"2013_30";"2013-07-22";"boe";86
"2013_29";"2013-07-15";"boe";77
"2013_28";"2013-07-08";"boe";74
"2013_27";"2013-07-01";"boe";60
"2013_26";"2013-06-24";"boe";39
"2013_25";"2013-06-17";"boe";39
"2013_24";"2013-06-10";"boe";70
"2013_23";"2013-06-03";"boe";70
"2013_22";"2013-05-27";"boe";70
"2013_21";"2013-05-20";"boe";23
"2013_20";"2013-05-13";"boe";55
"2013_19";"2013-05-06";"boe";23
"2013_18";"2013-04-29";"boe";63
"2013_17";"2013-04-22";"boe";97
"2013_16";"2013-04-15";"boe";72
"2013_15";"2013-04-08";"boe";68
"2013_14";"2013-04-01";"boe";55
"2013_13";"2013-03-25";"boe";31
"2013_12";"2013-03-18";"boe";48
"2013_11";"2013-03-11";"boe";8
"2013_10";"2013-03-04";"boe";35
"2013_09";"2013-02-25";"boe";58
"2013_08";"2013-02-18";"boe";48
"2013_07";"2013-02-11";"boe";70
"2013_06";"2013-02-04";"boe";44
"2013_05";"2013-01-28";"boe";84
"2013_04";"2013-01-21";"boe";97
"2013_03";"2013-01-14";"boe";94
"2013_02";"2013-01-07";"boe";95
"2013_01";"2012-12-31";"boe";82
"2012_52";"2012-12-24";"boe";79
"2012_51";"2012-12-17";"boe";51
"2012_50";"2012-12-10";"boe";35
"2012_49";"2012-12-03";"boe";95
"2012_48";"2012-11-26";"boe";84
"2012_47";"2012-11-19";"boe";90
"2012_46";"2012-11-12";"boe";44
"2012_45";"2012-11-05";"boe";86
"2012_44";"2012-10-29";"boe";48
"2012_43";"2012-10-22";"boe";93
"2012_42";"2012-10-15";"boe";72
"2012_41";"2012-10-08";"boe";88
"2012_40";"2012-10-01";"boe";90
"2012_39";"2012-09-24";"boe";31
"2012_38";"2012-09-17";"boe";98
"2012_37";"2012-09-10";"boe";97
"2012_36";"2012-09-03";"boe";95
"2012_35";"2012-08-27";"boe";23
"2012_34";"2012-08-20";"boe";88
"2012_33";"2012-08-13";"boe";60
"2012_32";"2012-08-06";"boe";84
"2012_31";"2012-07-30";"boe";77
"2012_30";"2012-07-23";"boe";55
"2012_29";"2012-07-16";"boe";17
"2012_28";"2012-07-09";"boe";44
"2012_27";"2012-07-02";"boe";77
"2012_26";"2012-06-25";"boe";31
"2012_25";"2012-06-18";"boe";68
"2012_24";"2012-06-11";"boe";48
"2012_23";"2012-06-04";"boe";55
"2012_22";"2012-05-28";"boe";31
"2012_21";"2012-05-21";"boe";82
"2012_20";"2012-05-14";"boe";31
"2012_19";"2012-05-07";"boe";23
"2012_18";"2012-04-30";"boe";14
"2012_17";"2012-04-23";"boe";63
"2012_16";"2012-04-16";"boe";14
"2012_15";"2012-04-09";"boe";17
"2012_14";"2012-04-02";"boe";48
"2012_13";"2012-03-26";"boe";2
"2012_12";"2012-03-19";"boe";39
"2012_11";"2012-03-12";"boe";10
"2012_10";"2012-03-05";"boe";35
"2012_09";"2012-02-27";"boe";39
"2012_08";"2012-02-20";"boe";35
"2012_07";"2012-02-13";"boe";10
"2012_06";"2012-02-06";"boe";51
"2012_05";"2012-01-30";"boe";48
"2012_04";"2012-01-23";"boe";51
"2012_03";"2012-01-16";"boe";60
"2012_02";"2012-01-09";"boe";23
"2012_01";"2012-01-02";"boe";68
"2016_29";"2016-07-18";"bos";39
"2016_28";"2016-07-11";"bos";5
"2016_27";"2016-07-04";"bos";87
"2016_26";"2016-06-27";"bos";91
"2016_25";"2016-06-20";"bos";94
"2016_24";"2016-06-13";"bos";80
"2016_23";"2016-06-06";"bos";73
"2016_22";"2016-05-30";"bos";73
"2016_21";"2016-05-23";"bos";28
"2016_20";"2016-05-16";"bos";39
"2016_19";"2016-05-09";"bos";73
"2016_18";"2016-05-02";"bos";16
"2016_17";"2016-04-25";"bos";52
"2016_16";"2016-04-18";"bos";87
"2016_15";"2016-04-11";"bos";73
"2016_14";"2016-04-04";"bos";63
"2016_13";"2016-03-28";"bos";39
"2016_12";"2016-03-21";"bos";63
"2016_11";"2016-03-14";"bos";28
"2016_10";"2016-03-07";"bos";52
"2016_09";"2016-02-29";"bos";28
"2016_08";"2016-02-22";"bos";80
"2016_07";"2016-02-15";"bos";63
"2016_06";"2016-02-08";"bos";63
"2016_05";"2016-02-01";"bos";52
"2016_04";"2016-01-25";"bos";73
"2016_03";"2016-01-18";"bos";80
"2016_02";"2016-01-11";"bos";63
"2016_01";"2016-01-04";"bos";80
"2015_53";"2015-12-28";"bos";91
"2015_52";"2015-12-21";"bos";52
"2015_51";"2015-12-14";"bos";87
"2015_50";"2015-12-07";"bos";63
"2015_49";"2015-11-30";"bos";80
"2015_48";"2015-11-23";"bos";73
"2015_47";"2015-11-16";"bos";39
"2015_46";"2015-11-09";"bos";28
"2015_45";"2015-11-02";"bos";16
"2015_44";"2015-10-26";"bos";16
"2015_43";"2015-10-19";"bos";87
"2015_42";"2015-10-12";"bos";73
"2015_41";"2015-10-05";"bos";73
"2015_40";"2015-09-28";"bos";28
"2015_39";"2015-09-21";"bos";52
"2015_38";"2015-09-14";"bos";73
"2015_37";"2015-09-07";"bos";52
"2015_36";"2015-08-31";"bos";87
"2015_35";"2015-08-24";"bos";73
"2015_34";"2015-08-17";"bos";63
"2015_33";"2015-08-10";"bos";5
"2015_32";"2015-08-03";"bos";28
"2015_31";"2015-07-27";"bos";16
"2015_30";"2015-07-20";"bos";63
"2015_29";"2015-07-13";"bos";100
"2015_28";"2015-07-06";"bos";87
"2015_27";"2015-06-29";"bos";96
"2015_26";"2015-06-22";"bos";87
"2015_25";"2015-06-15";"bos";94
"2015_24";"2015-06-08";"bos";63
"2015_23";"2015-06-01";"bos";80
"2015_22";"2015-05-25";"bos";52
"2015_21";"2015-05-18";"bos";52
"2015_20";"2015-05-11";"bos";91
"2015_19";"2015-05-04";"bos";16
"2015_18";"2015-04-27";"bos";73
"2015_17";"2015-04-20";"bos";80
"2015_16";"2015-04-13";"bos";52
"2015_15";"2015-04-06";"bos";28
"2015_14";"2015-03-30";"bos";52
"2015_13";"2015-03-23";"bos";28
"2015_12";"2015-03-16";"bos";28
"2015_11";"2015-03-09";"bos";5
"2015_10";"2015-03-02";"bos";16
"2015_09";"2015-02-23";"bos";52
"2015_08";"2015-02-16";"bos";52
"2015_07";"2015-02-09";"bos";52
"2015_06";"2015-02-02";"bos";16
"2015_05";"2015-01-26";"bos";28
"2015_04";"2015-01-19";"bos";63
"2015_03";"2015-01-12";"bos";16
"2015_02";"2015-01-05";"bos";28
"2015_01";"2014-12-29";"bos";16
"2014_52";"2014-12-22";"bos";5
"2014_51";"2014-12-15";"bos";63
"2014_50";"2014-12-08";"bos";73
"2014_49";"2014-12-01";"bos";39
"2014_48";"2014-11-24";"bos";87
"2014_47";"2014-11-17";"bos";98
"2014_46";"2014-11-10";"bos";92
"2014_45";"2014-11-03";"bos";52
"2014_44";"2014-10-27";"bos";73
"2014_43";"2014-10-20";"bos";52
"2014_42";"2014-10-13";"bos";16
"2014_41";"2014-10-06";"bos";73
"2014_40";"2014-09-29";"bos";16
"2014_39";"2014-09-22";"bos";5
"2014_38";"2014-09-15";"bos";39
"2014_37";"2014-09-08";"bos";63
"2014_36";"2014-09-01";"bos";39
"2014_35";"2014-08-25";"bos";16
"2014_34";"2014-08-18";"bos";91
"2014_33";"2014-08-11";"bos";52
"2014_32";"2014-08-04";"bos";28
"2014_31";"2014-07-28";"bos";63
"2014_30";"2014-07-21";"bos";80
"2014_29";"2014-07-14";"bos";94
"2014_28";"2014-07-07";"bos";52
"2014_27";"2014-06-30";"bos";39
"2014_26";"2014-06-23";"bos";16
"2014_25";"2014-06-16";"bos";39
"2014_24";"2014-06-09";"bos";39
"2014_23";"2014-06-02";"bos";87
"2014_22";"2014-05-26";"bos";73
"2014_21";"2014-05-19";"bos";73
"2014_20";"2014-05-12";"bos";73
"2014_19";"2014-05-05";"bos";98
"2014_18";"2014-04-28";"bos";52
"2014_17";"2014-04-21";"bos";39
"2014_16";"2014-04-14";"bos";73
"2014_15";"2014-04-07";"bos";52
"2014_14";"2014-03-31";"bos";28
"2014_13";"2014-03-24";"bos";73
"2014_12";"2014-03-17";"bos";52
"2014_11";"2014-03-10";"bos";80
"2014_10";"2014-03-03";"bos";63
"2014_09";"2014-02-24";"bos";0
"2014_08";"2014-02-17";"bos";91
"2014_07";"2014-02-10";"bos";80
"2014_06";"2014-02-03";"bos";52
"2014_05";"2014-01-27";"bos";39
"2014_04";"2014-01-20";"bos";16
"2014_03";"2014-01-13";"bos";63
"2014_02";"2014-01-06";"bos";16
"2014_01";"2013-12-30";"bos";28
"2013_52";"2013-12-23";"bos";39
"2013_51";"2013-12-16";"bos";5
"2013_50";"2013-12-09";"bos";5
"2013_49";"2013-12-02";"bos";80
"2013_48";"2013-11-25";"bos";87
"2013_47";"2013-11-18";"bos";91
"2013_46";"2013-11-11";"bos";100
"2013_45";"2013-11-04";"bos";63
"2013_44";"2013-10-28";"bos";87
"2013_43";"2013-10-21";"bos";16
"2013_42";"2013-10-14";"bos";94
"2013_41";"2013-10-07";"bos";39
"2013_40";"2013-09-30";"bos";5
"2013_39";"2013-09-23";"bos";16
"2013_38";"2013-09-16";"bos";39
"2013_37";"2013-09-09";"bos";16
"2013_36";"2013-09-02";"bos";28
"2013_35";"2013-08-26";"bos";16
"2013_34";"2013-08-19";"bos";73
"2013_33";"2013-08-12";"bos";63
"2013_32";"2013-08-05";"bos";80
"2013_31";"2013-07-29";"bos";73
"2013_30";"2013-07-22";"bos";39
"2013_29";"2013-07-15";"bos";5
"2013_28";"2013-07-08";"bos";16
"2013_27";"2013-07-01";"bos";52
"2013_26";"2013-06-24";"bos";52
"2013_25";"2013-06-17";"bos";92
"2013_24";"2013-06-10";"bos";80
"2013_23";"2013-06-03";"bos";96
"2013_22";"2013-05-27";"bos";98
"2013_21";"2013-05-20";"bos";73
"2013_20";"2013-05-13";"bos";52
"2013_19";"2013-05-06";"bos";52
"2013_18";"2013-04-29";"bos";39
"2013_17";"2013-04-22";"bos";87
"2013_16";"2013-04-15";"bos";52
"2013_15";"2013-04-08";"bos";87
"2013_14";"2013-04-01";"bos";5
"2013_13";"2013-03-25";"bos";5
"2013_12";"2013-03-18";"bos";28
"2013_11";"2013-03-11";"bos";39
"2013_10";"2013-03-04";"bos";16
"2013_09";"2013-02-25";"bos";28
"2013_08";"2013-02-18";"bos";28
"2013_07";"2013-02-11";"bos";73
"2013_06";"2013-02-04";"bos";63
"2013_05";"2013-01-28";"bos";28
"2013_04";"2013-01-21";"bos";16
"2013_03";"2013-01-14";"bos";91
"2013_02";"2013-01-07";"bos";87
"2013_01";"2012-12-31";"bos";5
"2012_52";"2012-12-24";"bos";52
"2012_51";"2012-12-17";"bos";63
"2012_50";"2012-12-10";"bos";28
"2012_49";"2012-12-03";"bos";91
"2012_48";"2012-11-26";"bos";52
"2012_47";"2012-11-19";"bos";39
"2012_46";"2012-11-12";"bos";91
"2012_45";"2012-11-05";"bos";80
"2012_44";"2012-10-29";"bos";28
"2012_43";"2012-10-22";"bos";80
"2012_42";"2012-10-15";"bos";87
"2012_41";"2012-10-08";"bos";63
"2012_40";"2012-10-01";"bos";63
"2012_39";"2012-09-24";"bos";28
"2012_38";"2012-09-17";"bos";39
"2012_37";"2012-09-10";"bos";39
"2012_36";"2012-09-03";"bos";5
"2012_35";"2012-08-27";"bos";52
"2012_34";"2012-08-20";"bos";39
"2012_33";"2012-08-13";"bos";28
"2012_32";"2012-08-06";"bos";39
"2012_31";"2012-07-30";"bos";39
"2012_30";"2012-07-23";"bos";52
"2012_29";"2012-07-16";"bos";28
"2012_28";"2012-07-09";"bos";16
"2012_27";"2012-07-02";"bos";28
"2012_26";"2012-06-25";"bos";63
"2012_25";"2012-06-18";"bos";28
"2012_24";"2012-06-11";"bos";28
"2012_23";"2012-06-04";"bos";39
"2012_22";"2012-05-28";"bos";91
"2012_21";"2012-05-21";"bos";100
"2012_20";"2012-05-14";"bos";63
"2012_19";"2012-05-07";"bos";100
"2012_18";"2012-04-30";"bos";52
"2012_17";"2012-04-23";"bos";28
"2012_16";"2012-04-16";"bos";73
"2012_15";"2012-04-09";"bos";73
"2012_14";"2012-04-02";"bos";80
"2012_13";"2012-03-26";"bos";28
"2012_12";"2012-03-19";"bos";28
"2012_11";"2012-03-12";"bos";63
"2012_10";"2012-03-05";"bos";73
"2012_09";"2012-02-27";"bos";39
"2012_08";"2012-02-20";"bos";98
"2012_07";"2012-02-13";"bos";73
"2012_06";"2012-02-06";"bos";96
"2012_05";"2012-01-30";"bos";39
"2012_04";"2012-01-23";"bos";92
"2012_03";"2012-01-16";"bos";63
"2012_02";"2012-01-09";"bos";87
"2012_01";"2012-01-02";"bos";16
"2016_29";"2016-07-18";"cda";7
"2016_28";"2016-07-11";"cda";47
"2016_27";"2016-07-04";"cda";37
"2016_26";"2016-06-27";"cda";74
"2016_25";"2016-06-20";"cda";83
"2016_24";"2016-06-13";"cda";95
"2016_23";"2016-06-06";"cda";83
"2016_22";"2016-05-30";"cda";86
"2016_21";"2016-05-23";"cda";93
"2016_20";"2016-05-16";"cda";37
"2016_19";"2016-05-09";"cda";55
"2016_18";"2016-05-02";"cda";55
"2016_17";"2016-04-25";"cda";37
"2016_16";"2016-04-18";"cda";68
"2016_15";"2016-04-11";"cda";86
"2016_14";"2016-04-04";"cda";99
"2016_13";"2016-03-28";"cda";79
"2016_12";"2016-03-21";"cda";68
"2016_11";"2016-03-14";"cda";47
"2016_10";"2016-03-07";"cda";93
"2016_09";"2016-02-29";"cda";93
"2016_08";"2016-02-22";"cda";93
"2016_07";"2016-02-15";"cda";47
"2016_06";"2016-02-08";"cda";86
"2016_05";"2016-02-01";"cda";90
"2016_04";"2016-01-25";"cda";68
"2016_03";"2016-01-18";"cda";86
"2016_02";"2016-01-11";"cda";97
"2016_01";"2016-01-04";"cda";55
"2015_53";"2015-12-28";"cda";68
"2015_52";"2015-12-21";"cda";74
"2015_51";"2015-12-14";"cda";93
"2015_50";"2015-12-07";"cda";93
"2015_49";"2015-11-30";"cda";96
"2015_48";"2015-11-23";"cda";47
"2015_47";"2015-11-16";"cda";79
"2015_46";"2015-11-09";"cda";93
"2015_45";"2015-11-02";"cda";79
"2015_44";"2015-10-26";"cda";95
"2015_43";"2015-10-19";"cda";86
"2015_42";"2015-10-12";"cda";79
"2015_41";"2015-10-05";"cda";90
"2015_40";"2015-09-28";"cda";90
"2015_39";"2015-09-21";"cda";63
"2015_38";"2015-09-14";"cda";37
"2015_37";"2015-09-07";"cda";63
"2015_36";"2015-08-31";"cda";47
"2015_35";"2015-08-24";"cda";63
"2015_34";"2015-08-17";"cda";4
"2015_33";"2015-08-10";"cda";24
"2015_32";"2015-08-03";"cda";24
"2015_31";"2015-07-27";"cda";24
"2015_30";"2015-07-20";"cda";24
"2015_29";"2015-07-13";"cda";83
"2015_28";"2015-07-06";"cda";47
"2015_27";"2015-06-29";"cda";37
"2015_26";"2015-06-22";"cda";37
"2015_25";"2015-06-15";"cda";63
"2015_24";"2015-06-08";"cda";63
"2015_23";"2015-06-01";"cda";47
"2015_22";"2015-05-25";"cda";47
"2015_21";"2015-05-18";"cda";74
"2015_20";"2015-05-11";"cda";90
"2015_19";"2015-05-04";"cda";83
"2015_18";"2015-04-27";"cda";83
"2015_17";"2015-04-20";"cda";74
"2015_16";"2015-04-13";"cda";37
"2015_15";"2015-04-06";"cda";24
"2015_14";"2015-03-30";"cda";63
"2015_13";"2015-03-23";"cda";79
"2015_12";"2015-03-16";"cda";93
"2015_11";"2015-03-09";"cda";90
"2015_10";"2015-03-02";"cda";93
"2015_09";"2015-02-23";"cda";95
"2015_08";"2015-02-16";"cda";95
"2015_07";"2015-02-09";"cda";97
"2015_06";"2015-02-02";"cda";93
"2015_05";"2015-01-26";"cda";63
"2015_04";"2015-01-19";"cda";83
"2015_03";"2015-01-12";"cda";86
"2015_02";"2015-01-05";"cda";68
"2015_01";"2014-12-29";"cda";16
"2014_52";"2014-12-22";"cda";16
"2014_51";"2014-12-15";"cda";47
"2014_50";"2014-12-08";"cda";90
"2014_49";"2014-12-01";"cda";37
"2014_48";"2014-11-24";"cda";55
"2014_47";"2014-11-17";"cda";74
"2014_46";"2014-11-10";"cda";74
"2014_45";"2014-11-03";"cda";79
"2014_44";"2014-10-27";"cda";99
"2014_43";"2014-10-20";"cda";97
"2014_42";"2014-10-13";"cda";100
"2014_41";"2014-10-06";"cda";100
"2014_40";"2014-09-29";"cda";94
"2014_39";"2014-09-22";"cda";90
"2014_38";"2014-09-15";"cda";68
"2014_37";"2014-09-08";"cda";68
"2014_36";"2014-09-01";"cda";37
"2014_35";"2014-08-25";"cda";55
"2014_34";"2014-08-18";"cda";16
"2014_33";"2014-08-11";"cda";55
"2014_32";"2014-08-04";"cda";4
"2014_31";"2014-07-28";"cda";7
"2014_30";"2014-07-21";"cda";24
"2014_29";"2014-07-14";"cda";24
"2014_28";"2014-07-07";"cda";37
